#X		#Y		#Wave		#Intensity
-25.231383	-10.462500	401.517578	614.361389
-25.231383	-10.462500	402.775391	628.278931
-25.231383	-10.462500	404.032227	638.337219
-25.231383	-10.462500	405.290039	652.377319
-25.231383	-10.462500	406.545898	712.177185
-25.231383	-10.462500	407.802734	646.648987
-25.231383	-10.462500	409.058594	644.778564
-25.231383	-10.462500	410.315430	696.649231
-25.231383	-10.462500	411.570313	639.045593
-25.231383	-10.462500	412.826172	692.926086
-25.231383	-10.462500	414.082031	685.089172
-25.231383	-10.462500	415.336914	693.184875
-25.231383	-10.462500	416.591797	727.183472
-25.231383	-10.462500	417.845703	751.231812
-25.231383	-10.462500	419.100586	691.582031
-25.231383	-10.462500	420.354492	771.448608
-25.231383	-10.462500	421.608398	795.519531
-25.231383	-10.462500	422.862305	757.780884
-25.231383	-10.462500	424.115234	789.837036
-25.231383	-10.462500	425.369141	744.103821
-25.231383	-10.462500	426.622070	760.207581
-25.231383	-10.462500	427.874023	776.317749
-25.231383	-10.462500	429.126953	776.465881
-25.231383	-10.462500	430.378906	810.553711
-25.231383	-10.462500	431.630859	786.747070
-25.231383	-10.462500	432.882813	766.925903
-25.231383	-10.462500	434.134766	803.029846
-25.231383	-10.462500	435.385742	827.160034
-25.231383	-10.462500	436.636719	831.316223
-25.231383	-10.462500	437.887695	813.488098
-25.231383	-10.462500	439.137695	797.652405
-25.231383	-10.462500	440.388672	799.806519
-25.231383	-10.462500	441.638672	839.959839
-25.231383	-10.462500	442.888672	850.124573
-25.231383	-10.462500	444.137695	832.283997
-25.231383	-10.462500	445.386719	862.462463
-25.231383	-10.462500	446.636719	852.623657
-25.231383	-10.462500	447.884766	852.790466
-25.231383	-10.462500	449.133789	897.007080
-25.231383	-10.462500	450.381836	901.188477
-25.231383	-10.462500	451.629883	915.386963
-25.231383	-10.462500	452.877930	947.622070
-25.231383	-10.462500	454.125977	881.682800
-25.231383	-10.462500	455.373047	907.911865
-25.231383	-10.462500	456.620117	956.202271
-25.231383	-10.462500	457.867188	924.311523
-25.231383	-10.462500	459.113281	946.554504
-25.231383	-10.462500	460.360352	948.748413
-25.231383	-10.462500	461.606445	934.893799
-25.231383	-10.462500	462.851563	951.133057
-25.231383	-10.462500	464.097656	939.280884
-25.231383	-10.462500	465.342773	919.394531
-25.231383	-10.462500	466.587891	935.641174
-25.231383	-10.462500	467.833008	951.894470
-25.231383	-10.462500	469.078125	897.852905
-25.231383	-10.462500	470.322266	974.376282
-25.231383	-10.462500	471.566406	938.402832
-25.231383	-10.462500	472.810547	988.837830
-25.231383	-10.462500	474.053711	997.078491
-25.231383	-10.462500	475.296875	942.992676
-25.231383	-10.462500	476.540039	973.349365
-25.231383	-10.462500	477.783203	999.695679
-25.231383	-10.462500	479.025391	923.447632
-25.231383	-10.462500	480.268555	979.979126
-25.231383	-10.462500	481.509766	976.153259
-25.231383	-10.462500	482.751953	984.404602
-25.231383	-10.462500	483.994141	974.537964
-25.231383	-10.462500	485.235352	976.751038
-25.231383	-10.462500	486.476563	1055.509766
-25.231383	-10.462500	487.716797	1047.667114
-25.231383	-10.462500	488.958008	1039.821411
-25.231383	-10.462500	490.198242	1009.801392
-25.231383	-10.462500	491.438477	1042.264771
-25.231383	-10.462500	492.677734	955.774170
-25.231383	-10.462500	493.916992	1016.475708
-25.231383	-10.462500	495.157227	1002.564880
-25.231383	-10.462500	496.395508	1113.742798
-25.231383	-10.462500	497.634766	1124.063599
-25.231383	-10.462500	498.873047	1098.056152
-25.231383	-10.462500	500.111328	1140.680908
-25.231383	-10.462500	501.349609	1114.666504
-25.231383	-10.462500	502.586914	1122.977173
-25.231383	-10.462500	503.825195	1167.654541
-25.231383	-10.462500	505.062500	1133.547852
-25.231383	-10.462500	506.298828	1125.700317
-25.231383	-10.462500	507.536133	1140.085327
-25.231383	-10.462500	508.772461	1109.995972
-25.231383	-10.462500	510.008789	1124.384155
-25.231383	-10.462500	511.244141	1124.619751
-25.231383	-10.462500	512.480469	1136.994385
-25.231383	-10.462500	513.715820	1147.350830
-25.231383	-10.462500	514.951172	1139.496094
-25.231383	-10.462500	516.185547	1194.394653
-25.231383	-10.462500	517.420898	1210.844849
-25.231383	-10.462500	518.655273	1176.670898
-25.231383	-10.462500	519.888672	1201.227417
-25.231383	-10.462500	521.123047	1205.533447
-25.231383	-10.462500	522.356445	1226.053833
-25.231383	-10.462500	523.589844	1153.342773
-25.231383	-10.462500	524.823242	1153.587158
-25.231383	-10.462500	526.055664	1279.557007
-25.231383	-10.462500	527.288086	1178.416016
-25.231383	-10.462500	528.520508	1211.125488
-25.231383	-10.462500	529.752930	1185.004639
-25.231383	-10.462500	530.984375	1179.168457
-25.231383	-10.462500	532.215820	1207.839600
-25.231383	-10.462500	533.447266	1130.941528
-25.231383	-10.462500	534.678711	1198.201172
-25.231383	-10.462500	535.909180	1190.332153
-25.231383	-10.462500	537.139648	1180.428345
-25.231383	-10.462500	538.370117	1219.292114
-25.231383	-10.462500	539.599609	1203.292847
-25.231383	-10.462500	540.830078	1215.749146
-25.231383	-10.462500	542.059570	1240.411865
-25.231383	-10.462500	543.288086	1191.864868
-25.231383	-10.462500	544.517578	1253.151489
-25.231383	-10.462500	545.746094	1229.004028
-25.231383	-10.462500	546.974609	1212.987183
-25.231383	-10.462500	548.202148	1241.748047
-25.231383	-10.462500	549.429688	1170.752930
-25.231383	-10.462500	550.657227	1205.626953
-25.231383	-10.462500	551.884766	1181.443970
-25.231383	-10.462500	553.112305	1191.886841
-25.231383	-10.462500	554.338867	1157.501465
-25.231383	-10.462500	555.565430	1184.250244
-25.231383	-10.462500	556.791992	1217.127075
-25.231383	-10.462500	558.017578	1203.117065
-25.231383	-10.462500	559.243164	1191.140747
-25.231383	-10.462500	560.468750	1185.279663
-25.231383	-10.462500	561.694336	1179.416138
-25.231383	-10.462500	562.918945	1193.959717
-25.231383	-10.462500	564.143555	1163.598999
-25.231383	-10.462500	565.368164	1212.857178
-25.231383	-10.462500	566.591797	1196.783569
-25.231383	-10.462500	567.815430	1221.557983
-25.231383	-10.462500	569.039063	1152.356812
-25.231383	-10.462500	570.262695	1207.786987
-25.231383	-10.462500	571.485352	1216.227783
-25.231383	-10.462500	572.708984	1214.449829
-25.231383	-10.462500	573.930664	1210.626099
-25.231383	-10.462500	575.153320	1302.935913
-25.231383	-10.462500	576.375000	1270.488037
-25.231383	-10.462500	577.596680	1254.396729
-25.231383	-10.462500	578.818359	1256.719238
-25.231383	-10.462500	580.040039	1162.823486
-25.231383	-10.462500	581.260742	1265.463257
-25.231383	-10.462500	582.481445	1235.020264
-25.231383	-10.462500	583.701172	1239.389648
-25.231383	-10.462500	584.921875	1223.270874
-25.231383	-10.462500	586.141602	1256.332642
-25.231383	-10.462500	587.361328	1223.811279
